Bracket Type=4
Sample Type,File Name,Sample ID,Path,Instrument Method,Process Method,Calibration File,Position,Inj Vol,Level,Sample Wt,Sample Vol,ISTD Amt,Dil Factor,L1 Study,L2 Client,L3 Laboratory,L4 Company,L5 Phone,Comment,Sample Name
Unknown,20260101_OA_Sa_method01_DIA25min_3point5uL_example_F2_batch1_example,1,D:\AstralData\folder_to_save_ms_raw_data,C:\Xcalibur\LCMS_method01,,,Y:F2,3.5,,0,0,0,1,,,,,,,
Unknown,20260101_OA_Sa_method01_DIA25min_3point5uL_example_I13_batch1_example,1,D:\AstralData\folder_to_save_ms_raw_data,C:\Xcalibur\LCMS_method01,,,Y:I13,3.5,,0,0,0,1,,,,,,,
Unknown,20260101_OA_Sa_method01_DIA25min_3point5uL_example_E14_batch1_example,1,D:\AstralData\folder_to_save_ms_raw_data,C:\Xcalibur\LCMS_method01,,,Y:E14,3.5,,0,0,0,1,,,,,,,
Unknown,20260101_OA_Sa_method01_DIA25min_3point5uL_example_F13_batch1_example,1,D:\AstralData\folder_to_save_ms_raw_data,C:\Xcalibur\LCMS_method01,,,Y:F13,3.5,,0,0,0,1,,,,,,,
Unknown,20260101_OA_Sa_method01_DIA25min_3point5uL_example_P2_batch1_example,1,D:\AstralData\folder_to_save_ms_raw_data,C:\Xcalibur\LCMS_method01,,,Y:P2,3.5,,0,0,0,1,,,,,,,
Unknown,20260101_OA_Sa_method01_DIA25min_3point5uL_example_P17_batch1_example,1,D:\AstralData\folder_to_save_ms_raw_data,C:\Xcalibur\LCMS_method01,,,Y:P17,3.5,,0,0,0,1,,,,,,,
Unknown,20260101_OA_Sa_method01_DIA25min_3point5uL_example_E22_batch1_example,1,D:\AstralData\folder_to_save_ms_raw_data,C:\Xcalibur\LCMS_method01,,,Y:E22,3.5,,0,0,0,1,,,,,,,
Unknown,20260101_OA_Sa_method01_DIA25min_3point5uL_example_O9_batch1_example,1,D:\AstralData\folder_to_save_ms_raw_data,C:\Xcalibur\LCMS_method01,,,Y:O9,3.5,,0,0,0,1,,,,,,,
Unknown,20260101_OA_Sa_method01_DIA25min_3point5uL_example_B6_batch1_example,1,D:\AstralData\folder_to_save_ms_raw_data,C:\Xcalibur\LCMS_method01,,,Y:B6,3.5,,0,0,0,1,,,,,,,
Unknown,20260101_OA_Sa_method01_DIA25min_3point5uL_example_F10_batch1_example,1,D:\AstralData\folder_to_save_ms_raw_data,C:\Xcalibur\LCMS_method01,,,Y:F10,3.5,,0,0,0,1,,,,,,,
Unknown,20260101_OA_Sa_method01_DIA25min_3point5uL_example_L21_batch1_example,1,D:\AstralData\folder_to_save_ms_raw_data,C:\Xcalibur\LCMS_method01,,,Y:L21,3.5,,0,0,0,1,,,,,,,
Unknown,20260101_OA_Sa_method01_DIA25min_3point5uL_example_D21_batch1_example,1,D:\AstralData\folder_to_save_ms_raw_data,C:\Xcalibur\LCMS_method01,,,Y:D21,3.5,,0,0,0,1,,,,,,,
Unknown,20260101_OA_Sa_method01_DIA25min_3point5uL_example_L13_batch1_example,1,D:\AstralData\folder_to_save_ms_raw_data,C:\Xcalibur\LCMS_method01,,,Y:L13,3.5,,0,0,0,1,,,,,,,
Unknown,20260101_OA_Sa_method01_DIA25min_3point5uL_example_E6_batch1_example,1,D:\AstralData\folder_to_save_ms_raw_data,C:\Xcalibur\LCMS_method01,,,Y:E6,3.5,,0,0,0,1,,,,,,,
Unknown,20260101_OA_Sa_method01_DIA25min_3point5uL_example_C6_batch1_example,1,D:\AstralData\folder_to_save_ms_raw_data,C:\Xcalibur\LCMS_method01,,,Y:C6,3.5,,0,0,0,1,,,,,,,
Unknown,20260101_OA_Sa_method01_DIA25min_3point5uL_example_H21_batch1_example,1,D:\AstralData\folder_to_save_ms_raw_data,C:\Xcalibur\LCMS_method01,,,Y:H21,3.5,,0,0,0,1,,,,,,,
Unknown,20260101_OA_Sa_method01_DIA25min_3point5uL_example_L1_batch1_example,1,D:\AstralData\folder_to_save_ms_raw_data,C:\Xcalibur\LCMS_method01,,,Y:L1,3.5,,0,0,0,1,,,,,,,
Unknown,20260101_OA_Sa_method01_DIA25min_3point5uL_example_P6_batch1_example,1,D:\AstralData\folder_to_save_ms_raw_data,C:\Xcalibur\LCMS_method01,,,Y:P6,3.5,,0,0,0,1,,,,,,,
Unknown,20260101_OA_Sa_method01_DIA25min_3point5uL_example_O21_batch1_example,1,D:\AstralData\folder_to_save_ms_raw_data,C:\Xcalibur\LCMS_method01,,,Y:O21,3.5,,0,0,0,1,,,,,,,
Unknown,20260101_OA_Sa_method01_DIA25min_3point5uL_example_K1_batch1_example,1,D:\AstralData\folder_to_save_ms_raw_data,C:\Xcalibur\LCMS_method01,,,Y:K1,3.5,,0,0,0,1,,,,,,,
Unknown,20260101_OA_Sa_method01_DIA25min_3point5uL_example_N6_batch1_example,1,D:\AstralData\folder_to_save_ms_raw_data,C:\Xcalibur\LCMS_method01,,,Y:N6,3.5,,0,0,0,1,,,,,,,
Unknown,20260101_OA_Sa_method01_DIA25min_3point5uL_example_I14_batch1_example,1,D:\AstralData\folder_to_save_ms_raw_data,C:\Xcalibur\LCMS_method01,,,Y:I14,3.5,,0,0,0,1,,,,,,,
Unknown,20260101_OA_Sa_method01_DIA25min_3point5uL_example_E2_batch1_example,1,D:\AstralData\folder_to_save_ms_raw_data,C:\Xcalibur\LCMS_method01,,,Y:E2,3.5,,0,0,0,1,,,,,,,
Unknown,20260101_OA_Sa_method01_DIA25min_3point5uL_example_N22_batch1_example,1,D:\AstralData\folder_to_save_ms_raw_data,C:\Xcalibur\LCMS_method01,,,Y:N22,3.5,,0,0,0,1,,,,,,,
Unknown,20260101_OA_Sa_method01_DIA25min_3point5uL_example_K10_batch1_example,1,D:\AstralData\folder_to_save_ms_raw_data,C:\Xcalibur\LCMS_method01,,,Y:K10,3.5,,0,0,0,1,,,,,,,
Unknown,20260101_OA_Sa_method01_DIA25min_3point5uL_example_N10_batch1_example,1,D:\AstralData\folder_to_save_ms_raw_data,C:\Xcalibur\LCMS_method01,,,Y:N10,3.5,,0,0,0,1,,,,,,,
Unknown,20260101_OA_Sa_method01_DIA25min_3point5uL_example_J6_batch1_example,1,D:\AstralData\folder_to_save_ms_raw_data,C:\Xcalibur\LCMS_method01,,,Y:J6,3.5,,0,0,0,1,,,,,,,
Unknown,20260101_OA_Sa_method01_DIA25min_3point5uL_example_L2_batch1_example,1,D:\AstralData\folder_to_save_ms_raw_data,C:\Xcalibur\LCMS_method01,,,Y:L2,3.5,,0,0,0,1,,,,,,,
Unknown,20260101_OA_Sa_method01_DIA25min_3point5uL_example_J9_batch1_example,1,D:\AstralData\folder_to_save_ms_raw_data,C:\Xcalibur\LCMS_method01,,,Y:J9,3.5,,0,0,0,1,,,,,,,
Unknown,20260101_OA_Sa_method01_DIA25min_3point5uL_example_J10_batch1_example,1,D:\AstralData\folder_to_save_ms_raw_data,C:\Xcalibur\LCMS_method01,,,Y:J10,3.5,,0,0,0,1,,,,,,,
Unknown,20260101_OA_Sa_method01_DIA25min_3point5uL_example_E10_batch1_example,1,D:\AstralData\folder_to_save_ms_raw_data,C:\Xcalibur\LCMS_method01,,,Y:E10,3.5,,0,0,0,1,,,,,,,
Unknown,20260101_OA_Sa_method01_DIA25min_3point5uL_example_M18_batch1_example,1,D:\AstralData\folder_to_save_ms_raw_data,C:\Xcalibur\LCMS_method01,,,Y:M18,3.5,,0,0,0,1,,,,,,,
Unknown,20260101_OA_Sa_method01_DIA25min_3point5uL_example_O18_batch1_example,1,D:\AstralData\folder_to_save_ms_raw_data,C:\Xcalibur\LCMS_method01,,,Y:O18,3.5,,0,0,0,1,,,,,,,
Unknown,20260101_OA_Sa_method01_DIA25min_3point5uL_example_L9_batch1_example,1,D:\AstralData\folder_to_save_ms_raw_data,C:\Xcalibur\LCMS_method01,,,Y:L9,3.5,,0,0,0,1,,,,,,,
Unknown,20260101_OA_Sa_method01_DIA25min_3point5uL_example_I1_batch1_example,1,D:\AstralData\folder_to_save_ms_raw_data,C:\Xcalibur\LCMS_method01,,,Y:I1,3.5,,0,0,0,1,,,,,,,
Unknown,20260101_OA_Sa_method01_DIA25min_3point5uL_example_D13_batch1_example,1,D:\AstralData\folder_to_save_ms_raw_data,C:\Xcalibur\LCMS_method01,,,Y:D13,3.5,,0,0,0,1,,,,,,,
Unknown,20260101_OA_Sa_method01_DIA25min_3point5uL_example_G1_batch1_example,1,D:\AstralData\folder_to_save_ms_raw_data,C:\Xcalibur\LCMS_method01,,,Y:G1,3.5,,0,0,0,1,,,,,,,
Unknown,20260101_OA_Sa_method01_DIA25min_3point5uL_example_F1_batch1_example,1,D:\AstralData\folder_to_save_ms_raw_data,C:\Xcalibur\LCMS_method01,,,Y:F1,3.5,,0,0,0,1,,,,,,,
Unknown,20260101_OA_Sa_method01_DIA25min_3point5uL_example_C5_batch1_example,1,D:\AstralData\folder_to_save_ms_raw_data,C:\Xcalibur\LCMS_method01,,,Y:C5,3.5,,0,0,0,1,,,,,,,
Unknown,20260101_OA_Sa_method01_DIA25min_3point5uL_example_N1_batch1_example,1,D:\AstralData\folder_to_save_ms_raw_data,C:\Xcalibur\LCMS_method01,,,Y:N1,3.5,,0,0,0,1,,,,,,,
Unknown,20260101_OA_Sa_method01_DIA25min_3point5uL_example_B5_batch1_example,1,D:\AstralData\folder_to_save_ms_raw_data,C:\Xcalibur\LCMS_method01,,,Y:B5,3.5,,0,0,0,1,,,,,,,
Unknown,20260101_OA_Sa_method01_DIA25min_3point5uL_example_N13_batch1_example,1,D:\AstralData\folder_to_save_ms_raw_data,C:\Xcalibur\LCMS_method01,,,Y:N13,3.5,,0,0,0,1,,,,,,,
Unknown,20260101_OA_Sa_method01_DIA25min_3point5uL_example_J14_batch1_example,1,D:\AstralData\folder_to_save_ms_raw_data,C:\Xcalibur\LCMS_method01,,,Y:J14,3.5,,0,0,0,1,,,,,,,
Unknown,20260101_OA_Sa_method01_DIA25min_3point5uL_example_K18_batch1_example,1,D:\AstralData\folder_to_save_ms_raw_data,C:\Xcalibur\LCMS_method01,,,Y:K18,3.5,,0,0,0,1,,,,,,,
Unknown,20260101_OA_Sa_method01_DIA25min_3point5uL_example_D2_batch1_example,1,D:\AstralData\folder_to_save_ms_raw_data,C:\Xcalibur\LCMS_method01,,,Y:D2,3.5,,0,0,0,1,,,,,,,
Unknown,20260101_OA_Sa_method01_DIA25min_3point5uL_example_J5_batch1_example,1,D:\AstralData\folder_to_save_ms_raw_data,C:\Xcalibur\LCMS_method01,,,Y:J5,3.5,,0,0,0,1,,,,,,,
Unknown,20260101_OA_Sa_method01_DIA25min_3point5uL_example_D6_batch1_example,1,D:\AstralData\folder_to_save_ms_raw_data,C:\Xcalibur\LCMS_method01,,,Y:D6,3.5,,0,0,0,1,,,,,,,
Unknown,20260101_OA_Sa_method01_DIA25min_3point5uL_example_J13_batch1_example,1,D:\AstralData\folder_to_save_ms_raw_data,C:\Xcalibur\LCMS_method01,,,Y:J13,3.5,,0,0,0,1,,,,,,,
Unknown,20260101_OA_Sa_method01_DIA25min_3point5uL_example_H17_batch1_example,1,D:\AstralData\folder_to_save_ms_raw_data,C:\Xcalibur\LCMS_method01,,,Y:H17,3.5,,0,0,0,1,,,,,,,
Unknown,20260101_OA_Sa_method01_DIA25min_3point5uL_example_D18_batch1_example,1,D:\AstralData\folder_to_save_ms_raw_data,C:\Xcalibur\LCMS_method01,,,Y:D18,3.5,,0,0,0,1,,,,,,,
Unknown,20260101_OA_Sa_method01_DIA25min_3point5uL_example_M9_batch1_example,1,D:\AstralData\folder_to_save_ms_raw_data,C:\Xcalibur\LCMS_method01,,,Y:M9,3.5,,0,0,0,1,,,,,,,
Unknown,20260101_OA_Sa_method01_DIA25min_3point5uL_example_A10_batch1_example,1,D:\AstralData\folder_to_save_ms_raw_data,C:\Xcalibur\LCMS_method01,,,Y:A10,3.5,,0,0,0,1,,,,,,,
Unknown,20260101_OA_Sa_method01_DIA25min_3point5uL_example_L18_batch1_example,1,D:\AstralData\folder_to_save_ms_raw_data,C:\Xcalibur\LCMS_method01,,,Y:L18,3.5,,0,0,0,1,,,,,,,
Unknown,20260101_OA_Sa_method01_DIA25min_3point5uL_example_I9_batch1_example,1,D:\AstralData\folder_to_save_ms_raw_data,C:\Xcalibur\LCMS_method01,,,Y:I9,3.5,,0,0,0,1,,,,,,,
Unknown,20260101_OA_Sa_method01_DIA25min_3point5uL_example_P18_batch1_example,1,D:\AstralData\folder_to_save_ms_raw_data,C:\Xcalibur\LCMS_method01,,,Y:P18,3.5,,0,0,0,1,,,,,,,
Unknown,20260101_OA_Sa_method01_DIA25min_3point5uL_example_B10_batch1_example,1,D:\AstralData\folder_to_save_ms_raw_data,C:\Xcalibur\LCMS_method01,,,Y:B10,3.5,,0,0,0,1,,,,,,,
Unknown,20260101_OA_Sa_method01_DIA25min_3point5uL_example_H18_batch1_example,1,D:\AstralData\folder_to_save_ms_raw_data,C:\Xcalibur\LCMS_method01,,,Y:H18,3.5,,0,0,0,1,,,,,,,
Unknown,20260101_OA_Sa_method01_DIA25min_3point5uL_example_K17_batch1_example,1,D:\AstralData\folder_to_save_ms_raw_data,C:\Xcalibur\LCMS_method01,,,Y:K17,3.5,,0,0,0,1,,,,,,,
Unknown,20260101_OA_Sa_method01_DIA25min_3point5uL_example_B21_batch1_example,1,D:\AstralData\folder_to_save_ms_raw_data,C:\Xcalibur\LCMS_method01,,,Y:B21,3.5,,0,0,0,1,,,,,,,
Unknown,20260101_OA_Sa_method01_DIA25min_3point5uL_example_E5_batch1_example,1,D:\AstralData\folder_to_save_ms_raw_data,C:\Xcalibur\LCMS_method01,,,Y:E5,3.5,,0,0,0,1,,,,,,,
Unknown,20260101_OA_Sa_method01_DIA25min_3point5uL_example_P22_batch1_example,1,D:\AstralData\folder_to_save_ms_raw_data,C:\Xcalibur\LCMS_method01,,,Y:P22,3.5,,0,0,0,1,,,,,,,
Unknown,20260101_OA_Sa_method01_DIA25min_3point5uL_example_B13_batch1_example,1,D:\AstralData\folder_to_save_ms_raw_data,C:\Xcalibur\LCMS_method01,,,Y:B13,3.5,,0,0,0,1,,,,,,,
Unknown,20260101_OA_Sa_method01_DIA25min_3point5uL_example_G18_batch1_example,1,D:\AstralData\folder_to_save_ms_raw_data,C:\Xcalibur\LCMS_method01,,,Y:G18,3.5,,0,0,0,1,,,,,,,
Unknown,20260101_OA_Sa_method01_DIA25min_3point5uL_example_F17_batch1_example,1,D:\AstralData\folder_to_save_ms_raw_data,C:\Xcalibur\LCMS_method01,,,Y:F17,3.5,,0,0,0,1,,,,,,,
Unknown,20260101_OA_Sa_method01_DIA25min_3point5uL_example_P13_batch1_example,1,D:\AstralData\folder_to_save_ms_raw_data,C:\Xcalibur\LCMS_method01,,,Y:P13,3.5,,0,0,0,1,,,,,,,
Unknown,20260101_OA_Sa_method01_DIA25min_3point5uL_example_M1_batch1_example,1,D:\AstralData\folder_to_save_ms_raw_data,C:\Xcalibur\LCMS_method01,,,Y:M1,3.5,,0,0,0,1,,,,,,,
Unknown,20260101_OA_Sa_method01_DIA25min_3point5uL_example_C13_batch1_example,1,D:\AstralData\folder_to_save_ms_raw_data,C:\Xcalibur\LCMS_method01,,,Y:C13,3.5,,0,0,0,1,,,,,,,
Unknown,20260101_OA_Sa_method01_DIA25min_3point5uL_example_A1_batch1_example,1,D:\AstralData\folder_to_save_ms_raw_data,C:\Xcalibur\LCMS_method01,,,Y:A1,3.5,,0,0,0,1,,,,,,,
Unknown,20260101_OA_Sa_method01_DIA25min_3point5uL_example_A22_batch1_example,1,D:\AstralData\folder_to_save_ms_raw_data,C:\Xcalibur\LCMS_method01,,,Y:A22,3.5,,0,0,0,1,,,,,,,
Unknown,20260101_OA_Sa_method01_DIA25min_3point5uL_example_K21_batch1_example,1,D:\AstralData\folder_to_save_ms_raw_data,C:\Xcalibur\LCMS_method01,,,Y:K21,3.5,,0,0,0,1,,,,,,,
Unknown,20260101_OA_Sa_method01_DIA25min_3point5uL_example_M21_batch1_example,1,D:\AstralData\folder_to_save_ms_raw_data,C:\Xcalibur\LCMS_method01,,,Y:M21,3.5,,0,0,0,1,,,,,,,
Unknown,20260101_OA_Sa_method01_DIA25min_3point5uL_example_H13_batch1_example,1,D:\AstralData\folder_to_save_ms_raw_data,C:\Xcalibur\LCMS_method01,,,Y:H13,3.5,,0,0,0,1,,,,,,,
Unknown,20260101_OA_Sa_method01_DIA25min_3point5uL_example_G6_batch1_example,1,D:\AstralData\folder_to_save_ms_raw_data,C:\Xcalibur\LCMS_method01,,,Y:G6,3.5,,0,0,0,1,,,,,,,
Unknown,20260101_OA_Sa_method01_DIA25min_3point5uL_example_O13_batch1_example,1,D:\AstralData\folder_to_save_ms_raw_data,C:\Xcalibur\LCMS_method01,,,Y:O13,3.5,,0,0,0,1,,,,,,,
Unknown,20260101_OA_Sa_method01_DIA25min_3point5uL_example_A21_batch1_example,1,D:\AstralData\folder_to_save_ms_raw_data,C:\Xcalibur\LCMS_method01,,,Y:A21,3.5,,0,0,0,1,,,,,,,
QC,20260101_OA_HeLaQC_method01_DIA25min_1uL_QC_HeLa250pg2,1,D:\AstralData\folder_to_save_ms_raw_data,C:\Xcalibur\LCMS_method01,,,B:A3,1,,0,0,0,1,,,,,,,
Blank,20260101_OA_Blank_method01_DIA25min_1uL_QC_blank3,1,D:\AstralData\folder_to_save_ms_raw_data,C:\Xcalibur\LCMS_method01,,,B:A1,1,,0,0,0,1,,,,,,,
